GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
7950000US3603209,3603209,"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",34409,1914,0,192,0,192,223,190,25,41,554,306,180,176,131,130,503,294,431,310,559,298,5949,1228,4987,1069,3583,868,4418,891,12414,1417,452,314
7950000US3603210,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",36136,1616,48,80,45,76,110,134,274,190,523,393,304,302,286,313,280,305,1138,600,685,336,6717,1148,5815,988,4718,950,4843,1012,9866,1291,484,336
7950000US3603211,3603211,"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",36565,2066,0,192,38,63,269,184,229,179,407,327,588,323,418,290,952,355,675,451,1342,604,8015,1174,4612,963,4972,1224,4855,1104,8832,1524,361,223
7950000US3603212,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",37178,2366,258,257,9,16,521,327,413,251,572,329,481,305,587,277,468,345,954,553,411,257,6518,1422,6527,1357,4839,1012,3820,1028,9856,1314,944,639
7950000US3603301,3603301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",34268,1717,0,192,114,136,182,237,247,224,182,176,446,314,141,169,146,163,541,317,728,267,5434,1231,4634,876,6343,1294,4664,939,9918,1322,548,316
7950000US3603302,3603302,"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",33099,1623,0,192,107,129,270,196,34,58,324,310,567,337,345,236,221,219,327,205,605,293,5604,941,4408,954,3883,843,4669,1034,11572,1471,163,139
7950000US3603303,3603303,"Suffolk County (Northwest)--Smithtown Town PUMA, New York",39118,1725,30,50,84,136,0,192,48,82,679,404,422,331,416,252,461,291,808,357,1224,520,7067,1192,4530,966,4931,1026,6155,1211,12137,1348,126,143
7950000US3603304,3603304,"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",36190,2105,164,175,52,85,59,72,320,190,135,142,710,414,988,501,487,267,1111,567,903,399,5420,1106,5876,959,5821,1266,5161,984,8812,1355,171,163
7950000US3603305,3603305,"Suffolk County (East) PUMA, New York",52451,2039,13,21,84,84,520,460,361,224,1792,804,420,288,2487,894,1668,615,2671,959,1462,533,10235,1657,8332,1435,8691,1624,3414,986,9601,1449,700,374
7950000US3603306,3603306,"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",41486,2247,0,192,0,192,458,344,89,71,232,208,666,409,783,480,904,386,1235,508,1824,617,7654,1309,9111,1383,7461,1335,3227,792,7796,1443,46,56
7950000US3603307,3603307,"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",43800,2309,296,488,204,245,352,224,490,353,479,396,155,168,274,330,981,528,1252,689,2835,1020,9421,1536,6701,1194,9481,1726,5832,1058,4749,1038,298,289
7950000US3603308,3603308,"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",33262,1847,39,64,41,69,120,109,184,140,291,237,364,276,421,253,827,466,1027,579,1603,525,4944,888,6165,1072,6022,957,5495,965,5170,845,549,483
7950000US3603309,3603309,"Suffolk County (Central)--Islip Town (East) PUMA, New York",34192,1956,0,192,154,150,41,68,71,117,76,90,102,102,282,199,565,407,673,247,1509,610,6763,1089,5923,1043,6119,1313,5155,986,6255,980,504,414
7950000US3603310,3603310,"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",29923,1808,0,192,178,292,1176,646,245,299,331,224,520,368,601,362,855,389,724,337,1157,407,5225,1139,5655,1005,7006,1197,3993,880,2014,645,243,274
7950000US3603311,3603311,"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",32480,1878,31,52,28,46,161,159,55,89,181,184,188,160,167,181,217,185,1163,638,720,321,6675,1366,6618,1189,5064,1092,4612,809,6102,902,498,556
7950000US3603312,3603312,"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",31194,1816,0,192,0,192,139,140,191,259,46,73,259,252,332,300,406,245,491,306,758,428,6608,1154,6281,1158,5207,981,4301,977,5714,933,461,335
7950000US3603313,3603313,"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",32848,1998,0,192,50,84,65,106,796,570,0,192,160,160,408,298,632,388,863,448,1072,501,7744,1235,5274,1060,5867,1171,5015,1118,4673,932,229,231
7950000US3603701,3603701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",42158,2193,1952,684,1003,446,1656,690,791,413,1085,568,1102,598,1814,782,1399,732,1331,525,1364,687,15676,1733,7545,1352,2389,752,1178,538,1587,542,286,237
7950000US3603702,3603702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",49817,2594,352,176,354,260,1236,530,1206,440,1455,717,843,454,1121,496,1270,439,2676,952,2981,995,15091,1907,8750,1401,4824,1163,2723,601,4704,1104,231,190
7950000US3603703,3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",44329,2984,4701,2026,455,421,1378,1138,1498,1106,2259,1203,708,509,2134,809,1626,803,1940,977,1806,834,12148,1861,5509,1303,3221,981,1849,582,2638,814,459,375
7950000US3603704,3603704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",44476,2185,325,239,203,173,1333,607,1008,617,934,471,721,467,1350,585,1196,491,2024,656,2451,842,17569,1737,8225,1398,2497,767,1684,542,2296,602,660,416
7950000US3603705,3603705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",58706,2565,310,258,765,383,6407,1397,3757,978,2895,1052,1556,547,3330,1150,3699,1115,2690,914,4538,971,19130,2214,5984,1361,1454,545,325,214,451,330,1415,580
7950000US3603706,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",46018,2813,286,274,186,171,1817,618,1682,760,1498,753,1215,768,1129,736,1835,691,1806,822,3281,1085,21131,2636,6181,1318,1329,681,198,261,852,631,1592,826
7950000US3603707,3603707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",46654,2341,104,137,447,327,1975,589,2193,814,2240,787,877,496,1824,682,1220,552,2439,796,3755,1017,20394,2060,6101,1236,893,567,521,443,297,236,1374,709
7950000US3603708,3603708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",50192,2532,685,435,799,457,2396,782,1791,841,1177,662,2130,826,1556,702,1568,705,2772,882,4097,1181,22438,2377,5549,1251,880,535,144,182,190,180,2020,818
7950000US3603709,3603709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",63433,3155,1012,539,632,393,4246,1099,1725,795,1082,755,1023,393,1593,652,3219,790,3590,1009,2978,951,23547,2766,9765,1398,3313,972,2057,646,2381,774,1270,723
7950000US3603710,3603710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",52756,2529,287,296,1360,683,6511,1573,3808,993,2452,852,1834,759,2657,881,2418,732,2571,876,3585,1072,16905,2222,5153,1154,1170,530,874,488,667,402,504,386
7950000US3603801,3603801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",76174,3426,824,410,1132,604,2829,878,1944,771,1758,640,2092,949,2462,1148,3207,1076,2897,872,4684,1074,22614,2673,17126,2119,7778,1291,1385,503,1554,512,1888,1009
7950000US3603802,3603802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",44790,2581,460,269,2143,862,1886,842,1945,788,1025,506,867,400,1430,769,1629,716,3571,1008,2139,757,9464,1551,5952,1401,5022,1023,3397,1123,2969,807,891,578
7950000US3603803,3603803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",58217,3433,1353,617,616,342,3133,1087,2731,917,2684,1056,2319,914,1969,794,2252,907,4045,1101,6180,1507,11482,1547,7342,1610,3378,860,3574,973,3292,926,1867,747
7950000US3603804,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",51915,3050,541,301,1510,648,6762,1438,3842,1296,3017,971,2780,1056,3291,1269,1424,633,2503,864,3352,1258,9312,1608,5364,1159,3075,843,1819,522,2622,769,701,655
7950000US3603805,3603805,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",111507,5770,1277,713,2836,1726,3154,1168,1586,1000,1000,690,1186,803,1002,552,1404,835,1380,635,1993,968,11724,2150,19621,3139,19620,3428,13758,2330,28041,3935,1925,1201
7950000US3603806,3603806,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",98941,4348,1508,736,1359,709,2978,1185,2706,1119,1186,791,2000,728,2870,1175,2061,1020,2813,1195,2114,863,13813,2361,11031,1981,13350,2635,8894,1905,29438,3609,820,727
7950000US3603807,3603807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",81546,4370,1259,571,1515,723,1951,874,1590,845,1610,868,1282,676,2292,765,2825,799,3296,1208,2799,1325,8097,1675,7833,1739,7865,1849,9080,1807,26439,2860,1813,1344
7950000US3603808,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",75794,4127,560,486,900,565,644,466,2140,909,1255,853,1144,855,1027,566,864,702,439,325,1990,934,7675,1357,12837,2098,9449,1874,10068,1979,24108,3737,694,406
7950000US3603809,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",76131,3773,1438,550,921,404,6079,1321,5755,1305,3535,1131,2942,1022,2704,1026,2961,1094,4198,1188,5399,1600,10451,1969,8418,1626,8034,1771,5345,1415,6920,1321,1031,811
7950000US3603810,3603810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",73278,3529,1294,458,222,191,849,443,1019,454,1169,706,743,436,1210,825,1887,787,1943,722,1197,437,8845,1832,6076,1312,9489,1586,9802,1625,26563,2489,970,479
7950000US3603901,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",57734,2788,0,192,0,192,156,161,477,481,257,182,1080,407,2428,709,2625,851,2074,601,2803,947,13125,2122,7262,1547,7874,1253,6877,1374,10396,1542,300,243
7950000US3603902,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",47452,2266,0,192,227,211,742,378,877,401,1208,612,1699,718,1995,570,1822,576,2000,746,3182,1043,8045,1278,6241,1397,6611,1383,4795,949,7365,1093,643,473
7950000US3603903,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",59103,2653,292,216,510,329,1181,460,1240,464,1828,770,2328,761,1916,719,2765,825,2713,683,2074,656,13546,1824,10158,1341,9334,1525,4528,1073,3516,919,1174,706
7950000US3604001,3604001,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",66037,2772,131,131,301,228,1264,532,1017,501,2082,701,1525,576,2270,710,2447,1035,3815,1242,2444,806,9701,1315,10884,1478,9202,1634,6568,1289,10934,1391,1452,570
7950000US3604002,3604002,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",47709,2375,209,330,834,504,2540,924,1007,532,1628,712,1262,458,1370,623,1505,606,1198,502,1994,605,10861,1522,9871,1415,5209,1065,3970,912,3647,812,604,612
7950000US3604003,3604003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",52074,2325,56,91,786,335,3377,877,1841,665,1941,670,1919,702,1262,536,1635,594,1692,695,2201,752,12029,1546,7839,1374,6753,1407,3308,865,4787,869,648,352
7950000US3604004,3604004,"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",60292,2174,868,362,685,340,2966,830,1940,775,1418,527,953,528,1710,649,2157,773,1681,582,2195,796,8469,1054,6316,869,7458,1020,7005,1091,13959,1324,512,319
7950000US3604005,3604005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",46522,2212,492,472,729,344,1396,635,672,379,835,393,1174,475,846,528,1209,508,1786,642,1320,470,5440,1018,6134,1070,6836,1074,5671,933,11311,1366,671,346
7950000US3604006,3604006,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",56005,2627,97,161,592,387,2112,797,1361,564,1187,498,1085,469,922,391,2169,576,1749,660,3349,940,14241,1683,11492,1638,5993,1107,3278,909,5019,957,1359,577
7950000US3604007,3604007,"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",42579,2316,231,201,626,362,4408,1024,2357,885,1690,597,2989,786,2003,718,1656,582,1652,659,2220,703,10073,1425,5803,1139,3029,846,748,374,2174,715,920,452
7950000US3604008,3604008,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",54506,2965,78,97,1162,611,2958,945,2563,855,2402,847,2568,934,1894,593,1539,554,2314,734,2262,743,13526,1762,10513,1533,3719,1027,2362,685,3560,836,1086,560
7950000US3604009,3604009,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",65735,2213,209,164,86,84,1042,424,1144,476,1366,522,1199,345,2348,618,1745,491,2582,652,1913,570,15052,1595,11045,1311,7744,1026,6450,794,10921,1352,889,386
7950000US3604010,3604010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",50017,2416,45,76,180,180,181,200,827,417,835,545,871,403,1018,390,1961,595,2623,846,2159,816,18492,1808,9404,1453,4330,1107,3142,757,2911,849,1038,441
7950000US3604011,3604011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",42176,1988,146,174,171,247,317,192,204,168,491,385,754,403,862,482,1029,543,1223,543,2970,870,18475,2060,8632,1445,2615,641,1659,510,1896,570,732,434
7950000US3604012,3604012,"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",45627,1861,783,337,359,259,986,428,641,367,806,473,913,384,1702,629,1076,503,2242,689,1779,538,14347,1539,10624,1477,3034,699,1555,506,3830,821,950,487
7950000US3604013,3604013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",45191,2150,602,276,373,217,724,345,550,275,334,185,616,323,662,310,1601,518,1587,394,1827,470,16308,1563,9990,1118,3462,762,1656,479,4322,720,577,278
7950000US3604014,3604014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",42114,2200,333,168,157,212,157,135,318,233,591,302,735,308,1054,407,1302,395,1507,492,1685,553,13416,1549,9287,1201,3959,841,2053,596,4309,928,1251,433
7950000US3604015,3604015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",55953,2420,147,113,388,325,701,344,985,486,531,285,1058,429,740,347,837,516,2283,836,2998,783,23033,2102,12464,1435,3744,837,1723,497,2635,511,1686,585
7950000US3604016,3604016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",58343,2563,558,228,613,282,779,349,2222,773,1717,639,2042,626,2230,713,3368,737,3305,739,2144,591,17671,1885,10257,1323,3743,677,2125,612,4929,911,640,295
7950000US3604017,3604017,"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",63963,2484,308,183,150,135,724,357,1113,456,644,316,1513,600,1914,651,2408,512,2796,588,3353,844,24991,1917,11753,1947,3969,1041,2112,574,3847,673,2368,723
7950000US3604018,3604018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",47028,2670,2363,662,487,306,3717,885,2399,803,1663,585,1824,779,2467,872,2260,806,3825,1088,1384,560,12998,1849,5675,1052,1858,497,1489,625,2045,742,574,361
7950000US3604101,3604101,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",72177,2866,184,154,1304,623,3340,827,1450,550,1385,567,978,379,1591,595,2053,765,3255,780,3400,857,17093,1936,19278,1919,8459,1122,3089,799,3898,776,1420,602
7950000US3604102,3604102,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",49036,2453,664,310,189,212,646,326,754,328,613,258,501,225,1008,471,1822,628,2936,880,1569,523,15066,1866,12993,1766,4425,874,2897,739,2148,585,805,369
7950000US3604103,3604103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",84004,3502,1546,577,658,486,1817,651,1416,649,1655,588,1761,645,1835,655,2653,675,3795,823,4089,846,21169,2271,18583,2064,9239,1634,4468,1073,6143,975,3177,1142
7950000US3604104,3604104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",42003,2042,522,297,360,318,496,272,648,280,850,482,877,382,1122,459,1404,409,2278,747,2696,594,9456,1373,7624,1311,4034,883,2203,592,5840,1011,1593,691
7950000US3604105,3604105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",58924,2515,419,464,227,207,724,470,860,533,893,393,1207,382,1987,610,2237,656,2362,647,2698,645,10023,1175,10081,1104,9414,1386,6573,1052,7825,902,1394,491
7950000US3604106,3604106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",54605,3224,1523,855,550,304,1206,477,1033,512,775,408,612,331,1568,728,1519,554,2068,804,2577,772,13990,1770,13405,1960,5704,1163,2044,590,4806,929,1225,853
7950000US3604107,3604107,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",40473,2881,153,154,194,208,655,410,746,412,1028,482,884,368,1308,614,1908,755,1850,708,1905,572,13240,1448,8828,1518,4634,1033,670,422,1678,591,792,543
7950000US3604108,3604108,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",51169,2527,2468,661,1233,584,1717,589,706,414,1103,453,1004,461,1441,617,1184,517,1913,635,2120,579,12890,1739,11369,1638,5211,972,2795,817,3331,565,684,436
7950000US3604109,3604109,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",52591,2637,532,295,239,182,615,328,298,278,411,269,847,405,1515,634,1330,509,1389,512,3225,821,14943,1737,12351,1399,4913,1139,3008,690,5444,1108,1531,605
7950000US3604110,3604110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",61570,2546,361,309,173,143,372,323,658,315,617,314,1674,621,1871,629,2692,699,3080,700,1743,454,17419,1934,14648,1533,5560,972,2989,671,6399,960,1314,449
7950000US3604111,3604111,"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",44811,1724,596,275,188,139,402,246,114,128,737,302,1013,388,804,235,1551,444,1228,384,1440,475,12056,1338,12086,1433,5030,741,2854,664,3918,659,794,370
7950000US3604112,3604112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",71109,2690,246,234,235,207,1348,507,1029,495,1338,445,1854,570,1660,484,3305,761,3289,1134,3767,1136,18412,1798,12005,1734,8226,1039,6878,990,5918,1166,1599,794
7950000US3604113,3604113,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",37998,2271,246,211,412,298,311,216,861,576,265,205,929,386,1378,601,1335,453,1306,417,1800,802,8881,1476,6034,979,5130,966,3092,697,5306,1080,712,393
7950000US3604114,3604114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",41368,2402,564,375,939,648,2401,935,1507,693,1796,756,1258,508,1600,633,1766,769,1842,776,2573,878,10038,1544,6251,1233,2671,700,2737,905,2660,719,765,452
